path,slug,titulo,lines,exercicios,exemplos,portas,with_fonte,with_solucao,with_opcoes,passos,pct_passos,aplicacao,compreensao,modelagem,desafio,demonstracao,has_audio,has_fontes_section,books_header,n_flags,flags
content/aulas/ano-3/trim-11/licao-110-consolidacao-trim-11.mdx,"""licao-110-consolidacao-trim-11""","""Lição 110 — Consolidação Trim 11: Inferência Estatística""",586,10,5,7,10,10,0,2,0.2,10,0,0,0,0,True,False,3,7,FEW-EXERCISES(10/30)|MISSING-OPCOES(0/10)|MIX-OFF-compreensao(0%)|MIX-OFF-modelagem(0%)|MIX-OFF-desafio(0%)|MIX-OFF-demonstracao(0%)|NO-FONTES-SECTION
content/aulas/ano-3/trim-12/licao-111-espacos-vetoriais.mdx,"""licao-111-espacos-vetoriais""","""Lição 111 — Espaços vetoriais: axiomas, subespaços, base, dimensão""",1246,45,5,7,45,45,45,2,0.04,28,8,5,2,2,True,True,3,1,FEW-PASSOS(2/~11)
content/aulas/ano-3/trim-12/licao-112-transformacoes-lineares.mdx,"""licao-112-transformacoes-lineares""","""Lição 112 — Transformações lineares""",1222,45,5,7,45,45,45,2,0.04,26,6,7,4,2,True,True,3,1,FEW-PASSOS(2/~11)
content/aulas/ano-3/trim-12/licao-113-nucleo-imagem.mdx,"""licao-113-nucleo-imagem""","""Lição 113 — Núcleo e imagem""",1149,45,5,7,45,45,45,2,0.04,28,6,5,4,2,True,True,3,1,FEW-PASSOS(2/~11)
content/aulas/ano-3/trim-12/licao-114-autovalores.mdx,"""licao-114-autovalores""","""Lição 114 — Autovalores e autovetores""",942,40,5,7,40,40,4,11,0.28,19,7,7,4,3,True,True,3,1,MISSING-OPCOES(4/40)
content/aulas/ano-3/trim-12/licao-115-diagonalizacao.mdx,"""licao-115-diagonalizacao""","""Lição 115 — Diagonalização""",876,45,5,7,45,45,4,5,0.11,18,6,9,7,5,True,True,3,1,MISSING-OPCOES(4/45)
content/aulas/ano-3/trim-12/licao-116-matrizes-especiais.mdx,"""licao-116-matrizes-especiais""","""Lição 116 — Matrizes especiais: simétricas, ortogonais e hermitianas""",910,42,5,7,42,42,3,9,0.21,25,5,6,3,3,True,True,2,1,MISSING-OPCOES(3/42)
content/aulas/ano-3/trim-12/licao-117-svd.mdx,"""licao-117-svd""","""Lição 117 — Decomposição em valores singulares (SVD)""",191,0,0,4,0,0,0,0,0,0,0,0,0,0,True,False,3,4,INCOMPLETE-PORTAS(4/7)|FEW-EXERCISES(0/30)|NO-FONTES-SECTION|FEW-EXEMPLOS(0/5)
content/aulas/ano-3/trim-12/licao-118-pca.mdx,"""licao-118-pca""","""Lição 118 — Análise de Componentes Principais (PCA)""",1147,45,5,7,45,45,45,11,0.24,24,5,5,5,6,True,True,3,0,
content/aulas/ano-3/trim-12/licao-119-bs-sintese.mdx,"""licao-119-bs-sintese""","""Lição 119 — Síntese: Black-Scholes revisited""",1088,42,5,7,42,42,42,9,0.21,18,9,6,6,3,True,False,3,1,NO-FONTES-SECTION
content/aulas/ano-3/trim-12/licao-120-workshop-final.mdx,"""licao-120-workshop-final""","""Lição 120 — Workshop final do Programa""",1058,40,5,7,40,40,40,10,0.25,23,3,6,5,3,True,False,3,1,NO-FONTES-SECTION
